"Tag Code","Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Brood Year YYYY","Rear Type Code","Rear Type Name","First Obs Date Max","Last Obs Date Min"
"384.3B23997198","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/01/2016","08/01/2016"
"384.3B2399856D","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23999C6B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23999EA4","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23999EA9","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/09/2014","04/09/2014"
"384.3B2399AC32","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B2399B8EA","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/10/2014","04/10/2014"
"384.3B2399C545","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/19/2015","08/19/2015"
"384.3B2399C545","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/18/2015","08/18/2015"
"384.3B2399C962","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B2399D507","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B2399F0B4","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/31/2016","07/31/2016"
"384.3B2399F0B4","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/16/2016","07/30/2016"
"384.3B239A0F38","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/11/2014","04/11/2014"
"384.3B239A15F9","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A1FF4","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A2184","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","08/20/2015","08/20/2015"
"384.3B239A270E","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","06/25/2015","06/25/2015"
"384.3B239A2731","EHL - Entiat NFH Adult Ladder","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","07/29/2017","07/31/2017"
"384.3B239A2731","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","07/12/2017","07/12/2017"
"384.3B239A29D7","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/21/2016","08/21/2016"
"384.3B239A37D3","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/10/2014","04/10/2014"
"384.3B239A3942","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","07/13/2017","10/13/2017"
"384.3B239A39DA","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A3AA0","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/11/2014","04/11/2014"
"384.3B239A421B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A548C","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B239A5D72","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","06/06/2021","06/06/2021"
"384.3B239A5DC1","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/09/2014","04/09/2014"
"384.3B239A613D","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A629B","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/09/2014","04/09/2014"
"384.3B239A6B3C","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/31/2015","08/31/2015"
"384.3B239A6B4E","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/01/2017","08/03/2017"
"384.3B239A6B4E","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/24/2017","07/24/2017"
"384.3B239A728F","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A72A2","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A7DB8","EHL - Entiat NFH Adult Ladder","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","07/14/2016","07/14/2016"
"384.3B239A7DB8","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","07/04/2016","07/04/2016"
"384.3B239A7FD7","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A86B7","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239A8CE3","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/02/2016","08/02/2016"
"384.3B239A925B","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","07/08/2017","07/08/2017"
"384.3B239A92AD","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B239A9304","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B239A93FF","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/16/2013","04/16/2013"
"384.3B239A975A","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/09/2014","04/09/2014"
"384.3B239AA03A","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239AA09D","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B239AA48D","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B239AA601","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23A43E3E","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","05/02/2014","05/02/2014"
"384.3B23AEE87F","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AF5EC6","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/02/2016","08/02/2016"
"384.3B23AF68A3","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/13/2015","07/13/2015"
"384.3B23AF68A3","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/13/2015","07/13/2015"
"384.3B23AF6958","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/28/2016","07/28/2016"
"384.3B23AF7480","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23AF7644","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AF82D8","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23AF9568","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/11/2016","07/11/2016"
"384.3B23AF95A0","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23AF969A","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/14/2016","07/14/2016"
"384.3B23AFA831","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/19/2013","04/19/2013"
"384.3B23AFA903","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFAA3A","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFB500","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/14/2014","07/30/2014"
"384.3B23AFB519","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFBF93","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23AFC036","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFC048","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFC0C1","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFC17B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23AFC1A2","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/16/2016","07/16/2016"
"384.3B23AFC1A2","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","06/29/2016","06/29/2016"
"384.3B23AFF42B","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/09/2014","08/09/2014"
"384.3B23AFF42B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/05/2014","08/05/2014"
"384.3B23AFF606","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFF6C4","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFF7A0","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23AFF804","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/27/2015","07/29/2015"
"384.3B23AFF833","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFF84A","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFFB5D","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23AFFDA0","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/10/2014","07/10/2014"
"384.3B23AFFDA0","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/05/2014","07/05/2014"
"384.3B23AFFE20","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23AFFEC0","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B002BC","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B0060F","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/18/2016","07/18/2016"
"384.3B23B006EA","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B0079C","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B007A0","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","09/30/2017","10/03/2017"
"384.3B23B007A0","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/05/2017","08/02/2017"
"384.3B23B007A7","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B00BC2","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B00D46","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B013E1","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/25/2013","08/25/2013"
"384.3B23B015DF","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B0170A","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B017DD","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B018CF","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/18/2015","10/06/2015"
"384.3B23B018CF","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/14/2015","07/14/2015"
"384.3B23B01A81","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B01AA5","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B01E96","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/26/2016","07/26/2016"
"384.3B23B01E96","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/15/2016","07/15/2016"
"384.3B23B02075","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","10/04/2015","10/04/2015"
"384.3B23B024B2","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B024DF","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B02620","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/30/2015","08/30/2015"
"384.3B23B02634","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/05/2016","08/05/2016"
"384.3B23B02634","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/02/2016","10/15/2016"
"384.3B23B027B2","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B02809","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B02852","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B0285C","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B02D60","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B02E93","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/14/2015","07/19/2015"
"384.3B23B02E93","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/12/2015","07/27/2015"
"384.3B23B02F81","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/16/2013","04/16/2013"
"384.3B23B02FE0","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B0323E","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B033C1","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/22/2016","07/22/2016"
"384.3B23B033C1","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/15/2016","07/15/2016"
"384.3B23B03A70","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B03A7E","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B0403B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/13/2016","07/13/2016"
"384.3B23B04192","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B042C0","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B04350","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/04/2015","07/04/2015"
"384.3B23B04350","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/01/2015","07/01/2015"
"384.3B23B04839","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B04EBF","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B04F21","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/11/2014","08/12/2014"
"384.3B23B04F21","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/07/2014","08/07/2014"
"384.3B23B0508E","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","09/01/2015","09/02/2015"
"384.3B23B0508E","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/31/2015","08/31/2015"
"384.3B23B05BDF","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B05C5B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B05E7E","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/24/2013","07/25/2013"
"384.3B23B05E7E","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/21/2013","07/21/2013"
"384.3B23B06384","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B063A5","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B064B7","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B06A7F","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/16/2013","04/16/2013"
"384.3B23B06B0B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B06CA5","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B07070","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B07074","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B072B4","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B07323","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B07328","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B073B8","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B074DA","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B075AD","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B075D4","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B075E4","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B078EB","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B078F8","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B07C07","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/21/2016","07/21/2016"
"384.3B23B07C07","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/18/2016","07/18/2016"
"384.3B23B07C11","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B07C40","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B07C8C","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B07CB7","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B07D70","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","08/02/2016","08/02/2016"
"384.3B23B07D70","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/27/2016","07/27/2016"
"384.3B23B07F15","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B0803D","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B0829B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B082E2","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/23/2015","07/23/2015"
"384.3B23B082E2","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/22/2015","07/22/2015"
"384.3B23B08364","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/26/2015","07/26/2015"
"384.3B23B08364","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/23/2015","07/24/2015"
"384.3B23B08377","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B08520","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/16/2013","04/16/2013"
"384.3B23B086D6","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","09/01/2015","09/01/2015"
"384.3B23B086FE","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B0884B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B08936","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B0896B","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B08980","EHL - Entiat NFH Adult Ladder","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/25/2016","07/25/2016"
"384.3B23B08980","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","07/02/2016","07/02/2016"
"384.3B23B089D0","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/18/2013","04/18/2013"
"384.3B23B08ACF","ENL - Lower Entiat River","4/16/2013","1","Chinook","2","Summer","2011","H","Hatchery Reared","04/17/2013","04/17/2013"
"384.3B23B09610","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/09/2014","04/09/2014"
"384.3B23B0A06A","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/10/2014","04/10/2014"
"384.3B23B0A93A","ENL - Lower Entiat River","4/9/2014","1","Chinook","2","Summer","2012","H","Hatchery Reared","04/10/2014","04/10/2014"
