"Tag Code","Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Brood Year YYYY","Rear Type Code","Rear Type Name","First Obs Date Max","Last Obs Date Min"
"3DD.003BE1DF5C","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1DF7C","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1DF9C","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1DFB4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1DFBA","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1DFBF","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1DFC4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1DFE6","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/15/2022","07/21/2022"
"3DD.003BE1DFE6","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/11/2022","07/11/2022"
"3DD.003BE1DFE8","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1DFE9","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1DFEB","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","10/20/2021","10/27/2021"
"3DD.003BE1DFEB","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/14/2021","10/18/2021"
"3DD.003BE1DFF4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E011","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E01C","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E03F","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E048","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E063","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E075","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E07B","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E08B","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/17/2018","04/17/2018"
"3DD.003BE1E08C","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E094","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E09E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E0CA","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E0E4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E0EA","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E0EB","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E10D","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/08/2021","07/08/2021"
"3DD.003BE1E10D","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/05/2021","07/05/2021"
"3DD.003BE1E121","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E12A","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E138","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/23/2020","07/23/2020"
"3DD.003BE1E141","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E143","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E14E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E160","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E173","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E184","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E1A1","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E1B3","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/22/2021","07/23/2021"
"3DD.003BE1E1B3","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","06/30/2021","07/21/2021"
"3DD.003BE1E1C1","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E1CB","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E1CF","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/26/2021","07/28/2021"
"3DD.003BE1E1CF","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/25/2021","07/25/2021"
"3DD.003BE1E1D6","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E1E8","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E1E9","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/20/2020","07/20/2020"
"3DD.003BE1E1F4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E1FD","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E218","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/06/2021","07/07/2021"
"3DD.003BE1E218","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/03/2021","07/03/2021"
"3DD.003BE1E24D","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E254","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E25D","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E26C","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E26E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E27F","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/15/2021","07/15/2021"
"3DD.003BE1E27F","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/03/2021","07/13/2021"
"3DD.003BE1E283","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E287","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E28D","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E298","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E2AC","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E2B4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E2CF","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/21/2021","08/04/2021"
"3DD.003BE1E2DA","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E2E3","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","08/16/2020","08/17/2020"
"3DD.003BE1E2E3","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","08/14/2020","08/14/2020"
"3DD.003BE1E2E9","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E2EE","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E2F3","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E2F8","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E2FF","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E33E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E348","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E35A","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E35D","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E365","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E3B1","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/19/2018","04/19/2018"
"3DD.003BE1E3BF","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E3DC","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E3EC","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E3FF","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E41E","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/19/2020","07/19/2020"
"3DD.003BE1E41E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/13/2020","07/13/2020"
"3DD.003BE1E42F","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/17/2018","04/17/2018"
"3DD.003BE1E438","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/13/2020","07/20/2020"
"3DD.003BE1E438","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/11/2020","07/11/2020"
"3DD.003BE1E440","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/02/2021","07/07/2021"
"3DD.003BE1E44C","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E44F","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E45A","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E468","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E478","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E47E","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/15/2020","07/15/2020"
"3DD.003BE1E47E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/10/2020","07/10/2020"
"3DD.003BE1E480","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E4B5","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E4C0","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E4C8","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E4CE","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E4D5","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E4ED","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E50F","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/17/2018","04/17/2018"
"3DD.003BE1E514","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E519","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E530","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/19/2020","07/20/2020"
"3DD.003BE1E530","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/12/2020","07/12/2020"
"3DD.003BE1E53E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E540","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E545","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E585","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E594","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E59A","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E5A0","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E5A3","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E5A9","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E5B1","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E5C2","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E5C4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E5CB","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E5CE","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E5D0","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E5E4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E5E7","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E5E8","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E5EA","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E5F1","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E621","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E622","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E62E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E63B","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E63C","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E65E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E675","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E691","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E6B0","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E6C6","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E6D8","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E6F5","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E704","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E727","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E729","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","08/02/2021","08/04/2021"
"3DD.003BE1E729","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","08/01/2021","08/01/2021"
"3DD.003BE1E733","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E740","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E759","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E760","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E763","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/14/2020","07/18/2020"
"3DD.003BE1E763","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/13/2020","07/13/2020"
"3DD.003BE1E76E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E777","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E7A8","EHL - Entiat NFH Adult Ladder","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/13/2021","07/13/2021"
"3DD.003BE1E7A8","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","07/10/2021","10/09/2021"
"3DD.003BE1E7B4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/16/2018","04/16/2018"
"3DD.003BE1E7C1","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E7C2","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E7F4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E80D","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E822","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E833","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E83E","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","08/18/2021"
"3DD.003BE1E877","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E889","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E8B8","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E8D7","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E8DB","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E901","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E926","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E92D","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E933","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E935","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E940","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E954","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E96F","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/15/2018","04/15/2018"
"3DD.003BE1E97A","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E9AF","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E9C4","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/14/2018","04/14/2018"
"3DD.003BE1E9C6","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
"3DD.003BE1E9D7","ENL - Lower Entiat River","4/13/2018","1","Chinook","2","Summer","2016","H","Hatchery Reared","04/13/2018","04/13/2018"
